City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,ghat,24.9647,10.1728,27.49,35,63,8.52,LY,1696180831
83,berber,18.0216,33.983,37.45,13,2,4.07,SD,1696180831
84,vorgashor,67.5833,63.95,7.99,98,100,6.67,RU,1696180831
85,kavieng,-2.5744,150.7967,26.92,83,65,2.18,PG,1696180831
86,voinjama,8.4219,-9.7478,25.48,80,98,0.92,LR,1696180832
87,el calafate,-50.3408,-72.2768,4.7,53,7,5.5,AR,1696180832
88,sao joao da barra,-21.6403,-41.0511,23.05,80,100,9.5,BR,1696180832
89,pundong,-7.9522,110.3486,22.74,93,49,0.49,ID,1696180832
90,kingston,17.997,-76.7936,34.58,66,20,2.57,JM,1696180641
91,aasiaat,68.7098,-52.8699,-2.54,68,2,5.3,GL,1696180833
92,ushuaia,-54.8,-68.3,1.81,93,75,8.23,AR,1696180833
93,cidreira,-30.1811,-50.2056,16.94,56,57,5.12,BR,1696180833
94,labasa,-16.4167,179.3833,21.72,70,99,5.28,FJ,1696180833
95,college,64.8569,-147.8028,2.99,73,100,3.09,US,1696180833
96,chonchi,-42.6128,-73.8092,7.29,98,100,1.07,CL,1696180651
97,vadso,70.0744,29.7487,6.49,87,75,1.03,NO,1696180834
98,niquelandia,-14.4739,-48.4597,38.63,20,23,1.35,BR,1696180834
99,hawaiian paradise park,19.5933,-154.9731,22.8,94,40,1.54,US,1696180834
100,sao miguel do araguaia,-13.275,-50.1628,41.54,16,9,2.25,BR,1696180834
101,lethem,3.3803,-59.7968,39.55,21,97,2.43,GY,1696180835
102,port douglas,-16.4833,145.4667,22.7,78,67,4.38,AU,1696180835
103,coquimbo,-29.9533,-71.3436,14.85,77,75,4.12,CL,1696180835
104,sitka,57.0531,-135.33,11.94,82,100,4.63,US,1696180580
105,inongo,-1.95,18.2667,23.75,84,69,1.9,CD,1696180835
106,oranjemund,-28.55,16.4333,16.66,68,0,4.16,,1696180836
107,bodo,67.28,14.405,8.02,88,40,1.54,NO,1696180836
108,tansen,27.8673,83.5467,18.51,90,28,2.06,NP,1696180836
109,iqaluit,63.7506,-68.5145,4.85,75,75,1.54,CA,1696180836
110,puerto deseado,-47.7503,-65.8938,11.34,48,100,1.86,AR,1696180836
111,mermoz boabab,14.7065,-17.4758,30.31,77,89,3.21,SN,1696180836
112,arawa,-6.2132,155.5367,24.59,92,89,1,PG,1696180837
113,nadi,-17.8,177.4167,21,60,100,4.63,FJ,1696180837
114,fort bragg,35.139,-79.006,26.47,59,20,2.57,US,1696180837
115,san jose,37.3394,-121.895,20.34,63,20,5.81,US,1696180823
116,pisco,-13.7,-76.2167,21.12,78,0,4.12,PE,1696180837
117,kudahuvadhoo,2.6708,72.8944,27.77,77,100,3.8,MV,1696180838
118,al wafrah,28.6392,47.9306,31.49,16,0,3.07,KW,1696180838
119,bikenibeu village,1.3673,173.1241,28.32,75,6,3.36,KI,1696180838
120,zheleznodorozhnyy,55.7503,38.0042,13.93,87,100,4.47,RU,1696180838
121,susuman,62.7833,148.1667,-1.12,73,11,1.79,RU,1696180838
122,pizarro,4.9533,-77.366,27.54,84,98,3.7,CO,1696180839
123,bamboo flat,11.7,92.7167,25.05,94,75,1.03,IN,1696180839
124,bridgewater,44.3835,-64.5155,21.73,62,7,2.06,CA,1696180839
125,hermanus,-34.4187,19.2345,14.91,73,0,5.78,ZA,1696180839
126,luderitz,-26.6481,15.1594,17.61,68,0,5.57,,1696180839
127,charters towers,-20.1,146.2667,16.61,94,4,2.59,AU,1696180840
128,naze,28.3667,129.4833,25.51,77,42,5.93,JP,1696180840
129,saipan,15.1355,145.701,27.39,94,40,3.09,MP,1696180840
130,dunedin,-45.8742,170.5036,13.98,64,98,6.24,NZ,1696180805
131,smithers,54.7804,-127.1743,6.18,100,100,1.03,CA,1696180840
132,yokadouma,3.5167,15.05,23.7,92,97,0.44,CM,1696180840
133,alice springs,-23.7,133.8833,28.75,17,84,4.12,AU,1696180757
134,klyuchi,52.2667,79.1667,7.19,83,0,2.3,RU,1696180841
135,meadow lake,34.8014,-106.5436,26.5,34,7,8.93,US,1696180841
136,ungsang-nodongjagu,42.3578,130.4622,12.33,60,4,3.17,KP,1696180841
137,lompoc,34.6391,-120.4579,19.45,73,0,1.34,US,1696180841
138,vila velha,-20.3297,-40.2925,24.97,81,0,4.63,BR,1696180842
139,rocha,-34.4833,-54.3333,17.51,49,3,5.86,UY,1696180842
140,nicosia,35.1667,33.3667,21.32,77,40,4.63,CY,1696180842
141,villa de soto,-30.8552,-64.9995,26.33,25,3,8.11,AR,1696180842
142,canutillo,31.9115,-106.6003,28.28,38,0,4.12,US,1696180800
143,camana,-16.6228,-72.7111,20.78,74,36,3.74,PE,1696180843
144,lebu,-37.6167,-73.65,12.71,68,100,3.65,CL,1696180643
145,lerwick,60.1545,-1.1494,13,87,59,6.38,GB,1696180843
146,moab,38.5733,-109.5498,20.27,23,87,11.99,US,1696180843
147,mouila,-1.8685,11.0559,25.84,87,88,1.22,GA,1696180843
148,acajutla,13.5928,-89.8275,30.33,67,68,2.69,SV,1696180844
149,tiksi,71.6872,128.8694,-7.77,91,56,2.93,RU,1696180844
150,gisborne,-38.6533,178.0042,13.68,75,7,4.64,NZ,1696180844
151,afaahiti,-17.75,-149.2833,24.93,85,39,8.31,PF,1696180844
152,opuwo,-18.0607,13.84,29.71,10,0,4.07,,1696180844
153,yarmouth,41.7057,-70.2286,19.98,82,75,8.49,US,1696180845
154,daoukro,7.0591,-3.9631,26.27,94,53,1.63,CI,1696180845
155,urangan,-25.3,152.9,20.55,68,10,2.25,AU,1696180845
156,bethel,41.3712,-73.414,24.56,65,0,4.63,US,1696180845
157,umm kaddadah,13.6017,26.6876,33.68,30,99,3.82,SD,1696180845
158,yuzhno-kurilsk,44.0306,145.8556,15.76,96,98,3.22,RU,1696180846
159,thompson,55.7435,-97.8558,6.09,87,100,3.09,CA,1696180846
160,yuanlin,30.4151,112.8859,19.54,84,100,4.72,CN,1696180726
161,sultanah,24.4926,39.5857,38.25,10,40,3.09,SA,1696180846
162,weno,7.4515,151.8468,27.97,83,75,2.57,FM,1696180846
163,obigarm,38.7173,69.7088,13.4,25,13,1.04,TJ,1696180846
164,vilyuchinsk,52.9306,158.4028,7.18,82,99,0.53,RU,1696180847
165,utrik,11.2278,169.8474,27.54,77,94,3.8,MH,1696180847
166,dogondoutchi,13.6393,4.0287,36.41,30,32,3.96,NE,1696180847
167,lihue,21.9789,-159.3672,24.77,88,75,5.66,US,1696180847
168,saurimo,-9.6608,20.3916,25.11,54,100,0.6,AO,1696180847
169,port lincoln,-34.7333,135.8667,12.33,79,0,2.27,AU,1696180848
170,kawalu,-7.3817,108.2082,19.51,87,74,0.48,ID,1696180848
171,duong dong,10.2167,103.9667,29,89,40,4.63,VN,1696180848
172,sambava,-14.2667,50.1667,23.12,88,25,1.93,MG,1696180848
173,san clemente,33.427,-117.612,19.83,75,92,2.24,US,1696180105
174,nieuw amsterdam,5.8833,-55.0833,37.79,52,75,3.55,SR,1696180848
175,wailua homesteads,22.0669,-159.378,24.44,88,75,5.66,US,1696180849
176,sinabang,2.4803,96.3801,26.23,86,83,3.92,ID,1696180849
177,porto novo,6.4965,2.6036,27.9,77,59,4.75,BJ,1696180849
178,mar del plata,-38.0023,-57.5575,13.07,84,20,5.66,AR,1696180849
179,myeik,12.4333,98.6,25.93,86,100,1.88,MM,1696180849
180,karratha,-20.7377,116.8463,25.55,32,0,7.28,AU,1696180850
181,saudarkrokur,65.7461,-19.6394,8.51,72,99,1.53,IS,1696180850
182,byerazino,53.8391,28.9879,11.43,81,98,2.67,BY,1696180850
183,tazacorte,28.629,-17.9293,26.54,74,0,3.09,ES,1696180850
184,hadibu,12.65,54.0333,27.02,83,60,1.55,YE,1696180850
185,singaraja,-8.112,115.0882,24.26,73,53,1.94,ID,1696180851
186,kununurra,-15.7667,128.7333,24.99,73,27,3.6,AU,1696180851
187,tofol,5.3248,163.0078,28.36,74,26,3.22,FM,1696180851
188,punta arenas,-53.15,-70.9167,2.06,87,75,11.83,CL,1696180851
189,kuanda,56.3161,116.0806,6.11,68,74,1.76,RU,1696180852
190,badger,64.8,-147.5333,2.95,75,100,3.09,US,1696180852
191,margaret river,-33.95,115.0667,12.27,65,96,11.79,AU,1696180777
192,mahajanga,-15.7167,46.3167,26.01,83,20,5.66,MG,1696180852
193,atafu village,-8.5421,-172.5159,28.02,71,56,0.68,TK,1696180852
194,ascencion,31.1,-107.9833,27.22,28,0,6.2,MX,1696180852
195,mount isa,-20.7333,139.5,16.87,45,2,1.54,AU,1696180853
196,gulfport,30.3674,-89.0928,31.03,40,0,5.66,US,1696180670
197,eduardo castex,-35.915,-64.2945,27.49,18,6,6.35,AR,1696180853
198,fonte boa,-2.4959,-66.2662,35.24,43,100,1.27,BR,1696180853
199,tamanrasset,22.785,5.5228,27.95,21,40,2.06,DZ,1696180853
200,cinarli,41.4723,46.9156,15.09,80,75,1.21,AZ,1696180853
201,cadale,2.7603,46.3222,26.12,84,3,6.87,SO,1696180854
202,bernkastel-kues,49.9167,7.0667,23.95,72,0,2.06,DE,1696180854
203,jilib,0.4883,42.7854,25.09,72,68,4.58,SO,1696180854
204,nalut,30.3333,10.85,28.12,32,0,6.33,LY,1696180854
205,kilju,40.9642,129.3278,10.15,60,0,3,KP,1696180855
206,mtwara,-10.2667,40.1833,24.23,82,4,4.13,TZ,1696180855
207,grand rapids,42.9634,-85.6681,26.72,62,40,1.34,US,1696180605
208,doctor arroyo,23.6667,-100.1833,23.44,48,6,1,MX,1696180855
209,fukuecho,32.6881,128.8419,22.95,56,82,9.19,JP,1696180856
210,tolanaro,-25.0319,46.9987,26.04,73,20,2.06,MG,1696180856
211,enewetak,11.3474,162.3373,28.99,75,93,6.4,MH,1696180856
212,udachny,66.4167,112.4,-0.73,95,100,7.12,RU,1696180856
213,taoudenni,22.6783,-3.9836,39.83,8,38,1.71,ML,1696180856
214,san patricio,28.017,-97.5169,32.32,63,28,5.94,US,1696180856
215,wellington,-41.2866,174.7756,14.81,93,75,9.77,NZ,1696180843
216,lodja,-3.4833,23.4333,26.95,63,53,0.82,CD,1696180857
217,talcahuano,-36.7167,-73.1167,12.82,67,100,4.63,CL,1696180663
218,port alfred,-33.5906,26.891,15.1,87,64,5.6,ZA,1696180857
219,nyurba,63.2842,118.3319,6.13,81,99,0.45,RU,1696180857
220,new norfolk,-42.7826,147.0587,7.62,94,6,1.38,AU,1696180857
221,morant bay,17.8815,-76.4093,35.95,67,64,2.37,JM,1696180858
222,vallenar,-28.5708,-70.7581,26.29,23,2,4.76,CL,1696180630
223,whangarei,-35.7317,174.3239,8.22,97,33,1.63,NZ,1696180858
224,kayangel,8.0823,134.7173,27.83,81,49,3.7,PW,1696180858
225,siguiri,11.6667,-9.5,31.12,60,100,1.17,GN,1696180858
226,sorong,-0.8833,131.25,25.86,85,98,0.87,ID,1696180859
227,uturoa,-16.7333,-151.4333,25.86,79,57,9.36,PF,1696180859
228,okhotsk,59.3833,143.3,7.29,77,100,1.48,RU,1696180859
229,arraial do cabo,-22.9661,-42.0278,21.92,88,75,4.63,BR,1696180859
230,harstad,68.799,16.5293,6,98,99,4.02,NO,1696180859
231,bredasdorp,-34.5322,20.0403,13.09,73,0,6.81,ZA,1696180860
232,carbonear,47.7332,-53.2148,19.91,65,77,5.81,CA,1696180860
233,georgetown,5.4112,100.3354,28.97,82,20,2.06,MY,1696180678
234,satkania,22.0796,92.0572,26.99,97,92,2.51,BD,1696180860
235,shalqar,47.8333,59.6,17.83,44,75,3.79,KZ,1696180860
236,namsos,64.4662,11.4957,9.03,93,75,0,NO,1696180861
237,tazovsky,67.4667,78.7,0.2,88,99,6.59,RU,1696180861
238,antalaha,-14.9003,50.2788,22.57,90,9,1.26,MG,1696180861
239,linhares,-19.3911,-40.0722,32.79,39,56,3.48,BR,1696180861
240,griffith,41.5284,-87.4237,28.48,53,0,0,US,1696180861
241,tyukhtet,56.5389,89.3011,0.77,68,100,1.95,RU,1696180862
242,ancud,-41.8697,-73.8203,8.46,91,100,1.38,CL,1696180655
243,rhinelander,45.6366,-89.4121,26.84,61,0,3.09,US,1696180862
244,limbazi,57.5129,24.7194,12.79,86,2,4.91,LV,1696180862
245,brookings,44.3114,-96.7984,30.77,55,0,7.2,US,1696180862
246,daga,27.0753,89.8769,17.32,87,26,2.21,BT,1696180862
247,ca mau,9.1769,105.15,26.01,92,100,2.59,VN,1696180863
248,hithadhoo,-0.6,73.0833,28.04,72,76,6.43,MV,1696180863
249,boa esperanca,-21.09,-45.5658,28.44,51,65,4.04,BR,1696180863
250,karanpur,29.8419,73.4542,29.11,18,0,1.42,IN,1696180863
251,mae tha,18.4646,99.1403,25.25,96,97,0.75,TH,1696180863
252,bani walid,31.7566,13.9942,24.42,51,3,7.72,LY,1696180864
253,vorkuta,67.5,64,8.19,98,100,6.71,RU,1696180864
254,san jose del guaviare,2.5729,-72.6459,30.58,72,82,2.1,CO,1696180864
255,cole harbour,44.6724,-63.4751,20.46,71,9,2.57,CA,1696180864
256,mandiana,10.6333,-8.6833,30.22,66,100,1.42,GN,1696180864
257,nuuk,64.1835,-51.7216,2.34,80,75,4.63,GL,1696180865
258,fort mcmurray,56.7268,-111.381,11.77,58,0,4.12,CA,1696180668
259,krasnohrad,49.3814,35.4402,18.65,32,17,2.32,UA,1696180865
260,arteche,12.2645,125.4048,27.27,82,100,4.33,PH,1696180865
261,fortuna,40.5982,-124.1573,13.88,91,0,3.6,US,1696180692
262,iskateley,67.6803,53.1512,10.57,98,100,4.02,RU,1696180866
263,udomlya,57.8794,34.9925,10.63,83,21,3.86,RU,1696180866
264,northam,51.0333,-4.2167,18.7,97,100,3.24,GB,1696180866
265,dingzhou,38.5131,114.9956,14.06,52,62,1.55,CN,1696180866
266,jamestown,42.097,-79.2353,24.45,64,0,0.89,US,1696180664
267,nemuro,43.3236,145.575,15.7,84,82,3.52,JP,1696180866
268,toliara,-23.35,43.6667,24.36,80,1,3.49,MG,1696180867
269,kumagaya,36.1333,139.3833,24.84,70,76,3.4,JP,1696180867
270,perry,37.2506,-83.1999,28.1,47,0,2.24,US,1696180867
271,levuka,50.1834,-105.4011,12.9,85,100,4.45,CA,1696180867
272,lubao,14.9167,120.55,28.04,91,100,2.4,PH,1696180868
273,paramaribo,5.8667,-55.1667,37.73,52,80,0.89,SR,1696180868
274,umm qasr,30.0405,47.9168,31.93,16,1,4.44,IQ,1696180868
275,santa elena,-2.2333,-80.85,27.75,65,75,4.12,EC,1696180868
276,minas de marcona,-15.2119,-75.1103,20.37,60,36,5.34,PE,1696180868
277,calabozo,8.9242,-67.4293,34.54,51,84,2.57,VE,1696180869
278,ron phibun,8.1791,99.8542,25.58,83,74,2.6,TH,1696180869
279,iron river,46.0927,-88.6423,25.42,63,84,3.27,US,1696180693
280,khandyga,62.6667,135.6,3.18,72,99,0.69,RU,1696180869
281,akureyri,65.6835,-18.0878,8.96,61,75,2.57,IS,1696180869
282,ihosy,-22.4,46.1167,25.94,41,79,4.43,MG,1696180869
283,mirny,62.5353,113.9611,6.64,74,100,3.52,RU,1696180870
284,igarka,67.4667,86.5833,-4.52,69,2,1.43,RU,1696180870
285,kingaroy,-26.5333,151.8333,11.21,94,0,0.84,AU,1696180870
286,dudinka,69.4058,86.1778,-14.07,99,67,0.89,RU,1696180870
287,harper,4.375,-7.7169,25.87,86,57,5.07,LR,1696180870
288,thunder bay,48.4001,-89.3168,16.99,100,100,4.12,CA,1696180847
289,wotho,10.1657,166.0102,28.33,78,92,5.77,MH,1696180871
290,tateyama,34.9833,139.8667,23.94,88,75,5.66,JP,1696180871
291,sidney,-33.8679,151.2073,18.73,70,26,7.2,AU,1696180664
292,mossel bay,-34.1831,22.146,14.96,74,0,7.93,ZA,1696180871
293,mzimba,-11.9,33.6,21.45,38,5,3.77,MW,1696180872
294,nuku'alofa,-21.1333,-175.2,20.19,60,40,5.66,TO,1696180872
295,pozanti,37.4278,34.8717,16.34,82,80,2.12,TR,1696180872
296,gadzhiyevo,69.2551,33.3362,6.33,78,97,5.12,RU,1696180872
297,aktau,43.65,51.2,17.32,54,3,2.74,KZ,1696180872
298,constantia,44.1833,28.65,22.61,56,25,1.72,RO,1696180709
299,cabo san lucas,22.8909,-109.9124,33.99,62,0,5.14,MX,1696180829
300,south hedland,-20.4089,118.5983,24.96,65,3,6.17,AU,1696180873
301,sola,-13.8833,167.55,25,80,100,13.34,VU,1696180873
302,hue,16.4667,107.6,27.06,89,20,1.54,VN,1696180873
303,nova sintra,14.8667,-24.7167,24.36,76,58,4.52,CV,1696180873
304,winnemucca,40.973,-117.7357,7.03,81,100,6.17,US,1696180868
305,krasnyy chikoy,50.3643,108.7512,7.51,72,100,0.56,RU,1696180874
306,tual,-5.6667,132.75,25.96,89,100,3.25,ID,1696180874
307,domanic,39.8,29.6167,13.95,91,87,1.91,TR,1696180874
308,pimentel,-6.8367,-79.9342,27.16,54,0,8.23,PE,1696180874
309,touros,-5.1989,-35.4608,29.04,54,63,7.67,BR,1696180874
310,vieux-habitants,16.0589,-61.7659,32.06,69,67,0.61,GP,1696180875
311,port hedland,-20.3167,118.5667,25.03,65,3,6.17,AU,1696180875
312,rakops,-21.0167,24.3333,30.62,15,2,3.16,BW,1696180875
313,huaraz,-9.5333,-77.5333,18.65,50,89,1.14,PE,1696180875
314,cacequi,-29.8836,-54.825,19.51,50,0,3.56,BR,1696180875
315,whitehorse,60.7161,-135.0538,4.43,89,75,7.2,CA,1696180876
316,ratnagiri,16.9833,73.3,24.76,88,100,5.36,IN,1696180876
317,hell-ville,-13.4,48.2667,26.45,72,58,4.04,MG,1696180876
318,walvis bay,-22.9575,14.5053,15.53,77,32,3.6,,1696180876
319,tindouf,27.6711,-8.1474,36.25,11,94,7.2,DZ,1696180876
320,tostado,-29.232,-61.7692,27.21,20,0,0.45,AR,1696180877
321,talara,-4.5772,-81.2719,27.42,57,0,8.63,PE,1696180877
322,gizo,-8.103,156.8419,26.93,84,71,7.51,SB,1696180877
323,keflavik,64.0049,-22.5624,10.95,81,0,5.14,IS,1696180877
324,port mathurin,-19.6833,63.4167,23.29,78,81,8.8,MU,1696180877
325,nar'yan-mar,67.6713,53.087,10.62,98,100,4.02,RU,1696180877
326,thabazimbi,-24.5917,27.4116,27.36,10,0,1.3,ZA,1696180878
327,coronel dorrego,-38.7187,-61.2873,23.02,22,46,4.29,AR,1696180878
328,fairview,40.8126,-73.999,25.43,53,0,4.63,US,1696180878
329,zayed city,24.3768,54.589,33.89,55,0,2.06,AE,1696180879
330,nago,26.5881,127.9761,28.47,78,55,5.67,JP,1696180879
331,kaa-khem,51.6833,94.7333,5.94,72,96,1.9,RU,1696180879
332,caleta de carquin,-11.0925,-77.6267,21.16,75,70,4.78,PE,1696180879
333,torrington,41.8007,-73.1212,24.79,65,0,2.68,US,1696180879
334,erenhot,43.6475,111.9767,13.45,27,72,3.9,CN,1696180880
335,benjamin hill,30.1667,-111.1,27.12,29,0,8.11,MX,1696180880
336,christchurch,-43.5333,172.6333,15.53,63,40,4.63,NZ,1696180796
337,kwolla,8.9333,9.2833,27.3,77,95,2.07,NG,1696180880
338,huarmey,-10.0681,-78.1522,21.53,76,92,4.33,PE,1696180880
339,san luis de la loma,17.2706,-100.8939,31.2,69,26,2.58,MX,1696180881
340,pacific grove,36.6177,-121.9166,16.88,83,75,1.54,US,1696180881
341,zapala,-38.8992,-70.0544,18.46,18,100,3.67,AR,1696180881
342,okha,53.5739,142.9478,9.11,99,100,4.9,RU,1696180881
343,kobryn,52.2138,24.3564,13.74,59,75,2.19,BY,1696180592
344,kyshtovka,56.555,76.6271,2.97,72,14,2.24,RU,1696180881
345,zhezqazghan,47.7833,67.7667,13.11,54,57,4.58,KZ,1696180882
346,al ghayzah,16.2079,52.176,27.32,79,61,2.94,YE,1696180882
347,ust-tsilma,65.441,52.1498,11.75,94,100,2.21,RU,1696180882
348,takoradi,4.8845,-1.7554,25.84,87,37,5.32,GH,1696180882
349,komyshuvakha,47.7176,35.5288,21.54,36,43,0.86,UA,1696180883
350,yorkton,51.2167,-102.4677,11.91,94,100,3.6,CA,1696180732
351,forest acres,34.0193,-80.9898,26.99,57,0,6.17,US,1696180883
352,la ronge,55.1001,-105.2842,7.14,81,100,2.57,CA,1696180883
353,nynashamn,58.9034,17.9479,13.39,69,0,2.94,SE,1696180883
354,arno,60.1167,18.6333,13.77,77,34,1.52,SE,1696180884
355,fale old settlement,-9.3852,-171.2468,27.76,76,25,2.81,TK,1696180884
356,jutai,-5.1833,-68.9,35.76,42,82,1.45,BR,1696180884
357,kone,-21.0595,164.8658,19.07,81,89,2.64,NC,1696180884
358,cassilandia,-19.1133,-51.7342,33.13,41,82,3.78,BR,1696180884
359,chissamba,-12.1667,17.3333,20.72,66,96,4.42,AO,1696180885
360,leua,48.2156,18.6071,18.61,60,37,2.46,SK,1696180885
361,bengkulu,-3.8004,102.2655,22.4,95,59,2.37,ID,1696180885
362,namibe,-15.1961,12.1522,19.55,79,4,2.17,AO,1696180885
363,prince rupert,54.3161,-130.3201,9.83,96,100,8.75,CA,1696180885
364,laramie,41.3114,-105.5911,22.75,25,0,7.72,US,1696180592
365,iernut,46.45,24.25,18.08,72,75,3.09,RO,1696180886
366,tsiombe,-25.3,45.4833,22.95,69,3,2.28,MG,1696180886
367,bardai,11.65,7.2333,25.37,75,86,2.52,NG,1696180886
